DE WINNE;Yasmine;DY12345;0415223648;053248125;Straat;50;/;5537;Annevoie-Rouillon;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.yasmine@telenet.be;1969;9;10;2012;2;5
DECLERCQ;Emiel;DE12345;0415223648;053248125;Straat;51;/;4430;Ans;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.emiel@telenet.be;2010;3;15;2007;4;27
DECOCK;Pablo;DP12345;0415223648;053248125;Straat;52;/;5500;Anseremme;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.pablo@telenet.be;2006;10;18;2006;3;13
DECORTE;Robbe;DR12345;0415223648;053248125;Straat;53;/;7750;Anseroeul;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.robbe@telenet.be;1994;5;1;2010;5;7
DEKIEN;Robbe;DR12345;0415223648;053248125;Straat;54;/;5520;Anthée;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.robbe@telenet.be;1969;5;7;2007;5;23
DELPLANQUE;Nicolas;DN12345;0415223648;053248125;Straat;55;/;4520;Antheit;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.nicolas@telenet.be;1991;3;11;2010;9;2
DEPLOIGE;Bernard;DB12345;0415223648;053248125;Straat;56;/;4160;Anthisnes;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.bernard@telenet.be;1972;8;28;2014;3;11
DESCHACHT;Jarne;DJ12345;0415223648;053248125;Straat;57;/;7640;Antoing;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.jarne@telenet.be;1997;1;23;2012;1;21
DESIMPELE;Matthias;DM12345;0415223648;053248125;Straat;58;/;2000;Antwerpen;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.matthias@telenet.be;1979;11;3;2014;5;26
DESTOOP;Jelle;DJ12345;0415223648;053248125;Straat;59;/;2018;Antwerpen;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.jelle@telenet.be;1985;8;23;2008;7;24
DETEMMERMAN;Cedric;DC12345;0415223648;053248125;Straat;60;/;2020;Antwerpen;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.cedric@telenet.be;1976;7;27;2014;7;26
DEWACHTER;Jochen;DJ12345;0415223648;053248125;Straat;61;/;2030;Antwerpen;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.jochen@telenet.be;1969;4;15;2013;11;13
DEWILDE;Milan;DM12345;0415223648;053248125;Straat;62;/;2040;Antwerpen;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.milan@telenet.be;1979;4;9;2006;10;14
DEWITTE;Thibault;DT12345;0415223648;053248125;Straat;63;/;2050;Antwerpen;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.thibault@telenet.be;1969;6;25;2010;10;18
DHONDT;Cem;DC12345;0415223648;053248125;Straat;64;/;2060;Antwerpen;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.cem@telenet.be;1998;8;12;2008;8;19
DROESSAERT;Kevin;DK12345;0415223648;053248125;Straat;65;/;7910;Anvaing;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.kevin@telenet.be;2002;7;26;2016;2;13
DUWéE;Kato;DK12345;0415223648;053248125;Straat;66;/;8570;Anzegem;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.kato@telenet.be;1980;6;16;2010;11;2
ERGüNES;Burcu;EB12345;0415223648;053248125;Straat;67;/;9200;Appels;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.burcu@telenet.be;2008;12;14;2009;7;10
ERMENS;Katrien;EK12345;0415223648;053248125;Straat;68;/;9400;Appelterre-Eichem;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.katrien@telenet.be;1998;5;11;2012;1;9
FERETTE;Gaëthan;FG12345;0415223648;053248125;Straat;69;/;5170;Arbre ;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.gaëthan@telenet.be;1979;1;20;2014;10;19
FEVZIEV;Alihan;FA12345;0415223648;053248125;Straat;70;1;7811;Arbre ;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.alihan@telenet.be;2006;7;21;2009;3;11
FRANçOIS;Michiel;FM12345;0415223648;053248125;Straat;71;2;4990;Arbrefontaine;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.michiel@telenet.be;1991;1;7;2015;7;16
GELDOF;Tim;GT12345;0415223648;053248125;Straat;72;3;7910;Arc-Ainières;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.tim@telenet.be;1987;3;2;2014;12;3
GHEKIERE;Laurens;GL12345;0415223648;053248125;Straat;73;4;1390;Archennes;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.laurens@telenet.be;2006;10;8;2009;1;11
GOEDVRIEND;Bram;GB12345;0415223648;053248125;Straat;74;5;7910;Arc-Wattripont;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.bram@telenet.be;1982;1;22;2006;9;8
GOESSENS;Levi;GL12345;0415223648;053248125;Straat;75;6;8850;Ardooie;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.levi@telenet.be;1989;12;3;2010;2;16
GOESSEYE;Robin;GR12345;0415223648;053248125;Straat;76;7;2370;Arendonk;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.robin@telenet.be;1968;9;2;2010;4;24
GOUBERT;Brent;GB12345;0415223648;053248125;Straat;77;8;4601;Argenteau;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.brent@telenet.be;1988;8;15;2015;5;11
GOVAERT;Reeven;GR12345;0415223648;053248125;Straat;78;9;6700;Arlon;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.reeven@telenet.be;1988;2;24;2016;5;1
GRILLAERT;Ruben;GR12345;0415223648;053248125;Straat;79;10;7181;Arquennes;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.ruben@telenet.be;1971;4;4;2008;11;21
HARDEMAN;Mick;HM12345;0415223648;053248125;Straat;80;11;5060;Arsimont;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.mick@telenet.be;1996;1;20;2013;3;10
HENDRICKX;Willem;HW12345;0415223648;053248125;Straat;81;12;6870;Arville;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.willem@telenet.be;1972;9;8;2015;11;16
HEYVAERT;Rob;HR12345;0415223648;053248125;Straat;82;13;3665;As;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.rob@telenet.be;1997;4;9;2013;10;13
HOFMAN;Veerle;HV12345;0415223648;053248125;Straat;83;14;9404;Aspelare;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.veerle@telenet.be;1983;2;7;2006;8;14
HOREMANS;Nelson;HN12345;0415223648;053248125;Straat;84;15;9890;Asper;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.nelson@telenet.be;1985;4;21;2008;4;26
JACOBS;Piet;JP12345;0415223648;053248125;Straat;85;16;7040;Asquillies;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.piet@telenet.be;1981;8;27;2007;7;18
JANSSENS;Bavo;JB12345;0415223648;053248125;Straat;86;17;1730;Asse;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.bavo@telenet.be;1976;11;21;2013;4;8
JOLY;Manon;JM12345;0415223648;053248125;Straat;87;18;8310;Assebroek;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.manon@telenet.be;2001;5;22;2006;9;15
KERCKHOF;Edward;KE12345;0415223648;053248125;Straat;88;19;9960;Assenede;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.edward@telenet.be;1979;2;28;2007;6;6
KöSE;Mehmet;KM12345;0415223648;053248125;Straat;89;20;6860;Assenois;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.mehmet@telenet.be;2002;3;23;2013;5;23
KüçüKSOLAK;Berkant;KB12345;0415223648;053248125;Straat;90;21;3460;Assent;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.berkant@telenet.be;1992;11;22;2012;12;24
KUSTERS;Steve;KS12345;0415223648;053248125;Straat;91;22;5330;Assesse;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.steve@telenet.be;1997;8;20;2016;10;11
LANDUYT;Florian;LF12345;0415223648;053248125;Straat;92;23;9800;Astene;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.florian@telenet.be;1979;4;23;2013;2;26
LAPAGE;Willem;LW12345;0415223648;053248125;Straat;93;24;7800;Ath;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.willem@telenet.be;2009;5;21;2010;12;12
LIERMAN;Jakob;LJ12345;0415223648;053248125;Straat;94;25;7387;Athis;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.jakob@telenet.be;1977;5;10;2011;3;27
MALFLIET;Jef;MJ12345;0415223648;053248125;Straat;95;26;6791;Athus;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.jef@telenet.be;1995;8;19;2010;8;5
MARIëN;Marlies;MM12345;0415223648;053248125;Straat;96;27;3404;Attenhoven;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.marlies@telenet.be;1975;3;15;2015;5;7
MARIVOET;Lukas;ML12345;0415223648;053248125;Straat;97;28;3384;Attenrode;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.lukas@telenet.be;1975;9;28;2006;10;13
MARTENS;Tijs;MT12345;0415223648;053248125;Straat;98;29;6717;Attert;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.tijs@telenet.be;2001;4;18;2013;5;11
MELKEBEKE;Thomas;MT12345;0415223648;053248125;Straat;99;30;7941;Attre;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.thomas@telenet.be;1994;4;9;2012;8;23
MEREMANS;Santi;MS12345;0415223648;053248125;Straat;100;31;6790;Aubange;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.santi@telenet.be;1981;9;2;2013;3;28
MEYERS;Andries;MA12345;0415223648;053248125;Straat;101;32;7972;Aubechies;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.andries@telenet.be;2001;2;6;2010;6;1
MINJAUW;Joppe;MJ12345;0415223648;053248125;Straat;102;33;4880;Aubel;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.joppe@telenet.be;1986;9;22;2013;2;3
MOONS;Sebastiaan;MS12345;0415223648;053248125;Straat;103;34;5660;Aublain;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.sebastiaan@telenet.be;1995;7;15;2005;10;27
MOREELS;Ruben;MR12345;0415223648;053248125;Straat;104;35;6880;Auby-sur-Semois;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.ruben@telenet.be;1990;12;21;2005;8;26
NAUDTS;Jarni;NJ12345;0415223648;053248125;Straat;105;36;7382;Audregnies;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.jarni@telenet.be;1978;12;13;2012;11;20
NAZARI;Milad;NM12345;0415223648;053248125;Straat;106;37;7040;Aulnois;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.milad@telenet.be;1992;2;24;2013;11;27
OLIVIER;Yannick;OY12345;0415223648;053248125;Straat;107;38;6706;Autelbas;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.yannick@telenet.be;2010;8;5;2012;11;9
OPALFVENS;Bono;OB12345;0415223648;053248125;Straat;108;39;1367;Autre-Eglise;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.bono@telenet.be;1988;6;6;2006;4;14
OPHALVENS;Robin;OR12345;0415223648;053248125;Straat;109;40;7387;Autreppe;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.robin@telenet.be;2001;10;4;2006;9;9
OPSOMMER;Wouter;OW12345;0415223648;053248125;Straat;110;41;5060;Auvelais;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.wouter@telenet.be;2009;7;5;2009;12;20
OTTENBOURGS;Eva;OE12345;0415223648;053248125;Straat;111;42;5580;Ave-et-Auffe;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.eva@telenet.be;1975;11;17;2012;11;6
PAELINCK;Pieter;PP12345;0415223648;053248125;Straat;112;43;8630;Avekapelle;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.pieter@telenet.be;1992;7;27;2016;12;23
PEERLINCK;Robin;PR12345;0415223648;053248125;Straat;113;44;8580;Avelgem;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.robin@telenet.be;1975;4;25;2007;10;24
PERREMAN;Jordi;PJ12345;0415223648;053248125;Straat;114;45;4260;Avennes;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.jordi@telenet.be;1984;10;7;2010;8;7
PESSEMIER;Mout;PM12345;0415223648;053248125;Straat;115;46;3271;Averbode;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.mout@telenet.be;2009;8;15;2005;7;26
PLOVIE;Jonathan;PJ12345;0415223648;053248125;Straat;116;47;4280;Avernas-le-Bauduin;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.jonathan@telenet.be;1977;8;26;2016;11;4
PLUGGE;Miriam;PM12345;0415223648;053248125;Straat;117;48;4280;Avin;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.miriam@telenet.be;1999;9;1;2007;10;16
POLLET;Thomas;PT12345;0415223648;053248125;Straat;118;49;4340;Awans;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.thomas@telenet.be;1985;2;23;2013;4;28
PUIMèGE;Stef;PS12345;0415223648;053248125;Straat;119;50;6870;Awenne;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.stef@telenet.be;1969;7;27;2006;4;1
RABHIOUI;Ismael;RI12345;0415223648;053248125;Straat;120;51;4400;Awirs;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.ismael@telenet.be;1990;11;22;2013;10;25
REYSKENS;Erin;RE12345;0415223648;053248125;Straat;121;52;6900;Aye;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.erin@telenet.be;1997;10;5;2012;7;12
SAMYN;Yngvar;SY12345;0415223648;053248125;Straat;122;53;4630;Ayeneux;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.yngvar@telenet.be;1998;5;24;2015;6;19
SAVAT;Keelan;SK12345;0415223648;053248125;Straat;123;54;4920;Aywaille;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.keelan@telenet.be;1991;1;2;2015;12;14
SCHEIRLINCKX;Lowie;SL12345;0415223648;053248125;Straat;124;55;9890;Baaigem;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.lowie@telenet.be;2005;11;17;2010;9;21
SCHOOFS;Michiel;SM12345;0415223648;053248125;Straat;125;56;3128;Baal;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.michiel@telenet.be;2000;5;8;2011;4;17
SCHUDDINCK;Thomas;ST12345;0415223648;053248125;Straat;126;57;9310;Baardegem;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.thomas@telenet.be;1985;7;11;2012;6;13
SERGEANT;Wannes;SW12345;0415223648;053248125;Straat;127;58;2387;Baarle-Hertog;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.wannes@telenet.be;1979;8;11;2015;8;7
SERTKAYA;Abdullah;SA12345;0415223648;053248125;Straat;128;59;9200;Baasrode;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.abdullah@telenet.be;1980;10;26;2014;12;7
SERU;Sofie;SS12345;0415223648;053248125;Straat;129;60;9800;Bachte-Maria-Leerne;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.sofie@telenet.be;1977;8;6;2014;5;3
SOBERON;Chris;SC12345;0415223648;053248125;Straat;130;61;4837;Baelen ;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.chris@telenet.be;1995;6;26;2013;6;17
SOETINCK;Joachim;SJ12345;0415223648;053248125;Straat;131;62;5550;Bagimont;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.joachim@telenet.be;1971;10;8;2008;4;16
SPITAELS;Jonas;SJ12345;0415223648;053248125;Straat;132;63;6464;Baileux;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.jonas@telenet.be;2007;5;10;2012;4;10
STANDAERT;Victor;SV12345;0415223648;053248125;Straat;133;64;6460;Bailièvre;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.victor@telenet.be;1994;2;3;2005;12;5
STEEMAN;Lukas;SL12345;0415223648;053248125;Straat;134;65;5555;Baillamont;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.lukas@telenet.be;2001;8;24;2014;2;12
STEENHUYZEN;Dylano;SD12345;0415223648;053248125;Straat;135;66;7730;Bailleul;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.dylano@telenet.be;1987;8;20;2008;10;7
SZEKéR;Ruben;SR12345;0415223648;053248125;Straat;136;67;5377;Baillonville;België;98.10.19-333.61;alister.adutwum.y1427@student.hogent.be;ouders.ruben@telenet.be;1982;1;4;2016;3;23
